Date,portfolio_return,equity_curve,drawdown
0,0.0013478153139178679,1.001347815313918,0.0
1,0.006141157834913289,1.0074972502954063,0.0
2,-0.0028497488816231382,1.0046261361331386,-0.0028497488816231487
3,0.001551108998217411,1.006184420772739,-0.0013030601545386267
4,-0.0064882921598774825,0.9996560022840485,-0.007782897679431522
5,-0.009448207750671038,0.9902110446952636,-0.017157570995925076
6,-0.0047926305365377005,0.9854653290048402,-0.021867971633774852
7,0.008842295872893716,0.9941791050163796,-0.013219038836206898
8,8.849043452717649e-05,0.9942670803573803,-0.013131718160170447
9,0.01692903490969917,1.0110990624703151,0.0
10,0.024796490678351324,1.0361707709477501,0.0
11,0.00868583335034662,1.0451707775867023,0.0
12,0.01680673564512448,1.0627366865496113,0.0
13,0.025329317024875196,1.0896550809971919,0.0
14,0.0016846443832240245,1.0914907623090455,0.0
15,0.004365360213946131,1.0962555126567193,0.0
16,0.00018787834005328788,1.0964614753227115,0.0
17,-0.019413044046876937,1.075175820406568,-0.019413044046877048
18,-0.024557841169772127,1.048771823379444,-0.04349414276432417
19,-0.013374995351610061,1.0347445051168445,-0.05628740415863909
20,-0.004535238930440291,1.0300516915541793,-0.06056736626244574
21,-0.01412065449725828,1.0155066875034262,-0.07383276990690313
22,-0.0063793701619177315,1.009028394441939,-0.07974113349950507
23,0.01766141557467766,1.0268492642428277,-0.063488059221958
24,0.014017139565388196,1.0412427536923357,-0.05036084064341961
25,0.008031401600276258,1.0496053924106163,-0.04273390717927816
26,0.015010781570319,1.0653607896911212,-0.028364594955273437
27,0.018996060134180103,1.0855984473166913,-0.009907350372545531
28,0.037096940687016716,1.125870828526716,0.0
29,0.028086950138191347,1.1574931063495901,0.0
30,0.01738168744281749,1.1776122897413746,0.0
31,0.005909073541458525,1.1845708873647816,0.0
32,-0.010412178257843878,1.1722369241264872,-0.010412178257843907
33,-0.011360944487623158,1.158919205505144,-0.021654830566284367
34,-0.011509452555302837,1.1455806798939532,-0.03291504787659161
35,-0.005784369696385962,1.1389542177244094,-0.03850902476748508
36,-0.01767122114883884,1.1188275058645987,-0.05549974442343153
37,0.002929236503424229,1.1221048162358123,-0.05273307979730324
38,-0.010121743044280809,1.1107471596171234,-0.06232107215794214
39,-0.02676478484160896,1.081018250876543,-0.08741784691214538
40,-0.022031515993663237,1.0572017799929145,-0.107523415213432
41,-0.005208541428859612,1.0516953007231573,-0.11217191647958002
42,-0.0030492922922116107,1.048488374348907,-0.11487916381146779
43,-0.006868100589373075,1.0412872507270905,-0.12095826274816068
44,-0.003065775520832901,1.038094897763656,-0.12365320738801777
45,-0.006031047020975847,1.0318340986230081,-0.1289384961009421
46,0.002333042573910697,1.0342414115043084,-0.12690627252785092
47,0.0030460396066376433,1.0373917518065754,-0.12424679445366382
48,0.0006116601221682143,1.0380262829722218,-0.1237111311409701
49,0.0009116084310275559,1.0389725564834076,-0.12291229882010246
50,0.0001250477958413621,1.0391024777115356,-0.12280262093631023
51,-0.002174727530766544,1.0368427129459687,-0.12471028622647617
52,0.00286583349756195,1.0398141315244323,-0.12220185164467268
53,0.01580443065550073,1.05624780186072,-0.10832875167946387
54,0.01901668777306077,1.0763341365196872,-0.09137211795393674
55,0.007551506103894841,1.084462080321446,-0.08451060895649687
56,-9.531414361832512e-06,1.0844517438639987,-0.08451933486522689
57,-0.009344575101013438,1.0743180031000366,-0.09307411269410448
58,-0.009294167331158181,1.0643331118123491,-0.10150323364768454
59,-0.016488951516455186,1.0467833747343174,-0.11631850326575965
60,-0.00030025946554997117,1.046469068117673,-0.11658383699968555
61,-0.0028486098910723533,1.0434880859795317,-0.11910034501954148
62,-0.0056304726262081835,1.0376127548756495,-0.12406022641334524
63,-0.0006966401624641762,1.0368899121575181,-0.12467044123952542
64,-0.002758318195835214,1.0340298398457362,-0.1270848786888067
65,-0.005599298616563693,1.0282399979940022,-0.13197259111994208
66,0.006272813309897105,1.0346899555391875,-0.1265276172361638
67,0.008366109169854022,1.0433462846641797,-0.1192200519251092
68,-0.00039603739499378455,1.0429330805195247,-0.11956887372130764
69,-0.005062248098162168,1.0376534945161544,-0.12402583451587457
70,0.0022177469687369787,1.039954747408217,-0.12208314546568033
71,-0.01531129507985626,1.0240316934009523,-0.13552518948103454
72,-0.014949350377591807,1.008723084818543,-0.14844852631608474
73,0.001996564058056928,1.010737065074224,-0.14674834925014202
74,0.0031078116239996604,1.013878245473869,-0.1440966038517446
75,0.013816527145146525,1.0278865217743323,-0.13227099134523912
76,0.008211653714708509,1.0363271699491594,-0.12514550120795886
77,0.02590453680772,1.0631727452679476,-0.10248280064260107
78,0.012673713916042287,1.0766470924848068,-0.09110792442321791
79,0.010221156832861832,1.0876516712707387,-0.08181799597460238
80,0.02242979137514349,1.1120474713461674,-0.06122336517990157
81,0.023057999050772892,1.1376890608848818,-0.03957705442533199
82,0.026994864131592133,1.168400822507468,-0.013650567500680166
83,0.018543567039647553,1.1900671414888147,0.0
84,0.007065970530014065,1.1984761208393127,0.0
85,-0.002714667927974474,1.1952226561516268,-0.00271466792797459
86,-0.0040135245520183625,1.1904256006760336,-0.006717297093613461
87,-0.0031726759114489083,1.1866487660483966,-0.009868661198383477
88,-0.001091101260425627,1.1853540120840786,-0.010948994750136887
89,-0.010400874020866783,1.1730252943342632,-0.021235989655952303
90,-0.003422716728452512,1.1690103610364473,-0.024586021607364228
91,-0.00046151894509810303,1.168470840607813,-0.025036193637705928
92,-0.0037660601346656696,1.1640703091564808,-0.028707965961588755
93,-0.003984402487683197,1.1594321845208395,-0.0325779843582783
94,0.01315410050860189,1.1746834720089345,-0.0198524179302928
95,0.000819311327652868,1.1756459034839581,-0.0190493719135314
96,0.0007762086589500491,1.1765584500141015,-0.018287949542008186
97,-0.00991314204198966,1.1648950589784086,-0.02801980054253117
98,-0.0031719620787236708,1.1612000560256364,-0.03110288487648072
99,0.0012010249657502603,1.1625946862831538,-0.02993921525197396
100,0.003410138124867193,1.166559294746616,-0.026631173986466083
101,0.005503551871745946,1.1729795143367212,-0.0212741881621602
